model,mean_test_score,std_test_score,rank_test_score,params
RandomForest,0.8763453006283395,0.01845804380632626,24,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.8762150700776141,0.015477764426728173,25,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.8762150700776141,0.015477764426728173,25,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.8761442371281749,0.01846830110468975,27,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.8761442371281749,0.01846830110468975,27,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.8760683054210789,0.01830057056441086,29,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.875992196797449,0.015426484082651628,30,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.8755816780513129,0.017015429998423485,31,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.8753465247641854,0.01722145467089816,32,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.8753465247641854,0.01722145467089816,32,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.875250936736182,0.01724439241211661,34,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.875250936736182,0.01724439241211661,34,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.8751942077746631,0.01708462684549649,36,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
GradientBoosting,0.87269560060382,0.024946918158880962,105,"{'learning_rate': 0.03, 'max_depth': 2, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}"
GradientBoosting,0.8714308470722172,0.025524910264812767,106,"{'learning_rate': 0.03, 'max_depth': 2, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}"
GradientBoosting,0.8629760915498685,0.025408075810521905,107,"{'learning_rate': 0.03, 'max_depth': 2, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}"
GradientBoosting,0.8624749438838029,0.025927371845471815,108,"{'learning_rate': 0.03, 'max_depth': 2, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}"
