model,mean_test_score,std_test_score,rank_test_score,params
RandomForest,0.9980334517473903,0.0006987393615414683,16,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}"
RandomForest,0.9980148733408345,0.0007686541232361671,19,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
RandomForest,0.9980148733408345,0.0007686541232361671,19,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
RandomForest,0.998011984993944,0.0007693712115150467,21,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
RandomForest,0.9979954785992552,0.0007542576634903833,22,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.9979954785992552,0.0007542576634903833,22,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.9979954785992552,0.0007542576634903833,22,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
RandomForest,0.9979645047744601,0.0007545574566933718,25,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.9979645047744601,0.0007545574566933718,25,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.9979617959441592,0.0007507096664110692,27,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
RandomForest,0.9979599828971251,0.0007589851591770988,28,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.9979599828971251,0.0007589851591770988,28,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.9979599828971251,0.0007589851591770988,28,"{'max_depth': 16, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.9979519729542922,0.0007430926292155659,31,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
RandomForest,0.9979519729542922,0.0007430926292155659,31,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
RandomForest,0.9979519729542922,0.0007430926292155659,31,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
RandomForest,0.9979217712481201,0.0007954597759277405,34,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.9979217712481201,0.0007954597759277405,34,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
RandomForest,0.9979217712481201,0.0007954597759277405,34,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
ExtraTrees,0.9976325858204715,0.00038628503785885835,1,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
ExtraTrees,0.9976288248018639,0.00038629962191025376,2,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
ExtraTrees,0.9975790501085932,0.00044137435703588693,3,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}"
ExtraTrees,0.9975743772450112,0.00041252067319293276,4,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9975743772450112,0.00041252067319293276,4,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}"
ExtraTrees,0.9975740887347341,0.0004392334621566027,6,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}"
ExtraTrees,0.9975440090256468,0.0005088936660668982,7,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
ExtraTrees,0.9975380330227802,0.0005028401285274976,8,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
ExtraTrees,0.9974917906451763,0.000497838559376408,9,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9974917906451763,0.000497838559376408,9,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}"
ExtraTrees,0.9974887758135349,0.00041399512667971046,11,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
ExtraTrees,0.9974887758135349,0.00041399512667971046,11,"{'max_depth': 16, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}"
ExtraTrees,0.9973789530896328,0.00042561919317544614,13,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
